"Country A","Country B","Type","Date of signature","Effective","Status","Source","WHTrates","PE","Other","UN","5(3)(a)C","5(3)(a)S","5(3)(b)","5(4)(a)","5(4)(b)","5(5)(b)","5(6)","5(7)","7(1)(b&c)","7(3)","8(2)","10(2)(a)Q","10(2)(a)T","10(2)(b)","11(2)","11(2)F","12(2)","12(2)C","12(2)E","12(A)","13(4)","13(5)","14","16(2)","21(3)","25B(5)","27","29"
"Brazil","Finland","Original","1996","1998","In Force","0.36","0.48","0.09","0.5","0.29","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","","10","15","15","15","10","15","0","YES","YES","YES","NO","YES","NO","NO","NA"
"Brazil","Portugal","Original","2000","2000","In Force","0.43","0.72","0.08","0.5","0.32","9","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","25","15","15","15","15","15","15","15","YES","YES","YES","NO","YES","NO","NO","NA"
"Brazil","Chile","Original","2001","2004","In Force","0.48","0.72","0.22","0.5","0.41","6","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","25","15","15","15","15","15","15","15","YES","YES","YES","NO","YES","NO","NO","NA"
"Brazil","Ukraine","Original","2002","2007","In Force","0.49","0.72","0.19","0.57","0.38","12","NO","NO","YES","YES","YES","NO","NO","NO","YES","NO","10","25","15","15","15","15","15","15","15","","YES","YES","NO","YES","NO","NO","NA"
"Brazil","Israel","Original","2002","2006","In Force","0.39","0.59","0.08","0.5","0.32","9","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","25","15","15","15","10","10","10","10","YES","YES","YES","NO","YES","NO","NO","LOB"
"Brazil","Mexico","Original","2003","2007","In Force","0.56","0.72","0.34","0.63","0.53","6","YES","NO","YES","YES","NO","YES","NO","NO","YES","NO","10","20","15","15","15","15","15","15","15","YES","YES","YES","NO","YES","NO","NO","OTHER"
"Brazil","Russia","Original","2004","2018","In Force","0.43","0.72","0.33","0.25","0.32","9","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","10","20","15","15","15","15","15","15","15","NO","NO","YES","NO","YES","NO","NO","LOB"
"Brazil","Venezuela","Original","2005","2011","In Force","0.52","0.72","0.22","0.63","0.47","6","NO","NO","YES","YES","NO","NO","YES","NO","YES","NO","10","20","15","15","15","15","15","15","15","YES","YES","YES","NO","YES","NO","NO","LOB"
"Brazil","Peru","Original","2006","2010","In Force","0.52","0.72","0.34","0.5","0.47","6","YES","NO","YES","YES","NO","YES","NO","NO","NO","NO","10","20","15","15","15","15","15","15","15","YES","YES","YES","NO","YES","NO","NO","LOB"
"Brazil","Trinidad and Tobago","Original","2008","2012","In Force","0.48","0.72","0.22","0.5","0.41","6","NO","NO","YES","YES","YES","NO","NO","NO","NO","NO","10","25","15","15","15","15","15","15","15","YES","YES","YES","NO","YES","NO","NO","OTHER"
"Brazil","Turkey","Original","2010","2013","In Force","0.43","0.59","0.06","0.63","0.35","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","25","15","15","15","10","10","10","10","YES","YES","YES","YES","YES","NO","NO","OTHER"
"Brazil","Switzerland","Original","2018","2022","In Force","0.38","0.56","0.08","0.5","0.32","9","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","10","15","15","10","10","10","10","10","YES","YES","YES","NO","YES","NO","NO","LOB-PPT"
"Brazil","Singapore","Original","2018","2022","In Force","0.51","0.56","0.47","0.5","0.53","6","YES","6","YES","YES","NO","YES","NO","NO","NO","NO","10","25","15","15","10","10","10","10","10","YES","YES","YES","NO","YES","NO","NO","LOB-PPT"
"Brazil","United Arab Emirates","Original","2018","2022","In Force","0.65","0.72","0.72","0.5","0.65","6","YES","NO","NO","NO","NO","YES","YES","NO","NO","NO","15","","15","15","10","15","15","15","15","YES","YES","YES","NO","YES","YES","YES","OTHER"
"Brazil","Japan","Amended by protocol","1976","1978","In Force","0.31","0.47","0.22","0.25","0.24","6","NO","NO","YES","YES","YES","NO","NO","NO","NO","NO","12.5","25","12.5","12.5","12.5","12.5","12.5","12.5","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Brazil","Denmark","Amended by protocol","2011","2020","In Force","0.51","0.81","0.22","0.5","0.41","6","NO","NO","YES","YES","NO","YES","NO","NO","NO","NO","25","","25","15","15","15","15","15","15","YES","YES","YES","NO","YES","NO","NO","NA"
"Brazil","India","Amended by protocol","2013","2017","In Force","0.49","0.75","0.47","0.25","0.41","6","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","15","","15","15","15","15","15","15","15","NO","NO","YES","NO","YES","NO","NO","NA"
"Brazil","Norway","Amended by protocol","2014","2018","In Force","0.45","0.75","0.09","0.5","0.35","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","15","15","15","15","15","15","YES","YES","YES","NO","YES","NO","NO","NA"
"Brazil","South Korea","Amended by protocol","2015","2018","In Force","0.45","0.75","0.09","0.5","0.35","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","15","15","15","15","15","15","YES","YES","YES","NO","YES","NO","NO","NA"
"Brazil","South Africa","Amended by protocol","2015","2018","In Force","0.4","0.59","0.09","0.5","0.35","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","25","15","15","15","10","10","10","10","YES","YES","YES","NO","YES","NO","NO","LOB"
"Brunei","Laos","Original","2006","2011","In Force","0.48","0.47","0.72","0.25","0.53","6","YES","3","YES","YES","YES","YES","YES","YES","NO","NO","5","10","10","10","10","10","10","10","10","NO","NO","YES","NO","NO","NO","NO","NA"
"Brunei","Pakistan","Original","2009","2010","In Force","0.8","0.69","0.97","0.75","0.88","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","15","15","15","15","15","15","YES","NO","YES","YES","YES","NO","NO","NA"
"Brunei","Vietnam","Original","2007","2010","In Force","0.66","0.38","0.97","0.63","0.76","6","YES","6","NO","NO","YES","YES","YES","YES","NO","NO","10","","10","10","10","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","NA"
"Brunei","Indonesia","Original","2000","2003","In Force","0.68","0.56","0.97","0.5","0.71","6","YES","3","NO","NO","YES","YES","YES","YES","NO","YES","15","","15","15","15","15","15","15","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Brunei","China","Original","2004","2007","In Force","0.34","0.31","0.59","0.13","0.35","6","YES","6","YES","YES","NO","YES","YES","NO","NO","NO","5","","5","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Brunei","Cambodia","Original","2017","2019","In Force","0.76","0.55","0.97","0.75","0.88","6","YES","6","NO","NO","YES","YES","YES","YES","YES","YES","10","","10","10","10","10","10","10","14","YES","NO","YES","NO","YES","NO","NO","NA"
"Bulgaria","Mongolia","Original","2000","2004","In Force","0.27","0.38","0.31","0.13","0.18","12","NO","NO","YES","YES","NO","YES","YES","NO","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Bulgaria","Zimbabwe","Original","1988","1991","In Force","0.43","0.56","0.47","0.25","0.41","6","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","10","25","20","10","10","10","10","10","10","YES","NO","YES","NO","NO","NO","NO","NA"
"Bulgaria","Indonesia","Original","1991","1993","In Force","0.55","0.44","0.72","0.5","0.59","6","YES","4","YES","YES","YES","YES","YES","YES","YES","NO","15","","15","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Bulgaria","Morocco","Original","1996","1999","In Force","0.28","0.48","0.09","0.25","0.24","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","7","25","10","10","10","10","10","10","10","YES","NO","YES","NO","NO","NO","NO","NA"
"Bulgaria","Moldova","Original","1998","2000","In Force","0.35","0.38","0.31","0.38","0.29","12","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Bulgaria","North Macedonia","Original","1999","2000","In Force","0.31","0.38","0.19","0.38","0.24","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","NO","YES","YES","NO","YES","NO","NO","NA"
"Bulgaria","Lebanon","Original","1999","2002","In Force","0.34","0.21","0.56","0.25","0.35","12","YES","9","YES","YES","NO","YES","YES","NO","NO","NO","5","","5","7","7","5","5","5","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Bulgaria","North Korea","Original","1999","2001","In Force","0.27","0.5","0.19","0.13","0.18","12","NO","NO","YES","YES","NO","NO","YES","NO","NO","NO","10","","10","10","10","10","10","10","10","NO","NO","YES","NO","NO","NO","NO","NA"
"Bulgaria","Syria","Original","2001","2002","In Force","0.31","0.48","0.34","0.13","0.24","6","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","10","","10","10","10","18","18","18","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Bulgaria","Uzbekistan","Original","2003","2005","In Force","0.44","0.38","0.56","0.38","0.41","12","YES","6","YES","YES","YES","YES","NO","NO","YES","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","OTHER"
"Bulgaria","Iran","Original","2004","2007","In Force","0.34","0.22","0.56","0.25","0.35","12","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","7.5","","7.5","5","5","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Bulgaria","Pakistan","Original","2019","2020","In Force","0.59","0.56","0.59","0.63","0.65","6","YES","6","YES","YES","NO","YES","YES","NO","YES","YES","12.5","","12.5","10","10","12.5","12.5","12.5","10","NO","YES","YES","YES","NO","NO","YES","PPT"
"Bulgaria","China","Amended by MLI","2017","2023","In Force","0.38","0.36","0.34","0.43","0.38","6","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","10","","10","10","10","10","10","7","0","YES","YES","YES","NO","","NO","NO","PPT"
"Bulgaria","Egypt","Amended by MLI","2017","2023","In Force","0.72","0.44","0.97","0.75","0.82","6","YES","6","NO","NO","YES","YES","YES","NO","YES","NO","10","","10","12.5","12.5","12.5","12.5","12.5","0","YES","YES","YES","YES","YES","NO","NO","PPT"
"Bulgaria","Georgia","Amended by MLI","2017","2023","In Force","0.36","0.5","0.33","0.25","0.32","9","NO","NO","YES","YES","NO","YES","YES","NO","NO","NO","10","","10","10","10","10","10","10","10","NO","NO","YES","NO","YES","NO","NO","PPT"
"Bulgaria","India","Amended by MLI","2017","2023","In Force","0.82","0.85","0.72","0.88","0.82","6","YES","NO","NO","NO","YES","NO","YES","YES","YES","YES","15","","15","15","15","20","15","20","20","YES","YES","YES","NO","YES","NO","NO","PPT"
"Bulgaria","Jordan","Amended by MLI","2019","2023","In Force","0.57","0.38","0.58","0.75","0.62","9","YES","6","YES","YES","NO","YES","YES","NO","YES","NO","10","","10","10","10","10","10","10","0","YES","YES","YES","YES","YES","NO","NO","PPT"
"Bulgaria","South Africa","Amended by MLI","2017","2023","In Force","0.29","0.27","0.34","0.25","0.29","6","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","5","5","10","5","5","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Bulgaria","Ukraine","Amended by MLI","2018","2023","In Force","0.44","0.38","0.56","0.38","0.41","12","NO","NO","NO","NO","YES","NO","YES","NO","YES","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Bulgaria","Vietnam","Amended by MLI","2022","2024","In Force","0.72","0.69","0.84","0.63","0.76","6","YES","NO","NO","NO","YES","YES","YES","NO","YES","NO","15","","15","10","10","15","15","15","15","YES","YES","YES","NO","YES","NO","NO","PPT"
"Bulgaria","Thailand","Amended by MLI","2022","2023","In Force","0.57","0.61","0.59","0.5","0.59","6","YES","6","YES","YES","NO","YES","YES","NO","NO","YES","10","","10","15","10","15","5","15","15","NO","YES","YES","NO","YES","NO","NO","PPT"
"Burkina Faso","France","Amended by MLI","2017","2022","In Force","0.51","0.5","0.75","0.29","0.5","0","NO","NO","NO","NO","YES","YES","YES","NO","NO","NO","NO LIMIT","","NO LIMIT","NO LIMIT","NO LIMIT","0","0","0","0","YES","","YES","NO","NO","NO","YES","PPT"
"Burkina Faso","Tunisia","Amended by MLI","2018","2024","In Force","0.35","0.23","0.45","0.38","0.38","9","NO","NO","YES","YES","YES","YES","YES","NO","YES","NO","8","","8","5","5","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Cape Verde","Macau","Original","2010","2012","In Force","0.41","0.38","0.47","0.38","0.41","6","YES","6","YES","YES","NO","NO","YES","NO","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","YES","YES","NO","NO","NA"
"Cape Verde","Portugal","Original","1999","2001","In Force","0.28","0.38","0.34","0.13","0.24","6","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Cape Verde","Mauritius","Original","2017","2019","In Force","0.24","0.25","0.34","0.13","0.24","6","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","5","25","0","10","10","7.5","7.5","7.5","0","NO","NO","NO","NO","YES","NO","YES","NA"
"Cape Verde","Spain","Original","2017","2021","In Force","0.2","0.16","0.19","0.25","0.18","12","NO","6","YES","YES","NO","NO","NO","NO","NO","NO","0","25","10","5","0","5","5","5","0","YES","YES","NO","NO","NO","NO","NO","OTHER"
"Cambodia","Hong Kong","Original","2019","2020","In Force","0.66","0.5","0.97","0.5","0.76","6","YES","6","NO","NO","YES","YES","YES","NO","NO","YES","10","","10","10","10","10","10","10","10","YES","NO","YES","NO","YES","NO","NO",""
"Cambodia","Singapore","Original","2016","2018","In Force","0.57","0.5","0.72","0.5","0.65","6","YES","6","YES","YES","YES","YES","YES","NO","NO","YES","10","","10","10","10","10","10","10","10","YES","NO","YES","NO","YES","NO","NO","NA"
"Cambodia","China","Original","2016","2019","In Force","0.48","0.5","0.33","0.63","0.5","9","YES","NO","YES","YES","YES","NO","NO","NO","NO","YES","10","","10","10","10","10","10","10","10","YES","NO","YES","YES","YES","NO","NO","NA"
"Cambodia","Thailand","Original","2017","2018","In Force","0.58","0.53","0.72","0.5","0.65","6","YES","6","YES","YES","YES","YES","YES","NO","NO","YES","10","","10","15","10","10","10","10","10","NO","YES","YES","NO","YES","NO","NO","NA"
"Cambodia","Indonesia","Original","2017","2021","In Force","0.78","0.5","0.97","0.88","0.94","6","YES","6","NO","NO","YES","YES","YES","YES","YES","YES","10","","10","10","10","10","10","10","10","YES","NO","YES","YES","YES","NO","NO","NA"
"Cambodia","Vietnam","Original","2018","2020","In Force","0.78","0.5","0.97","0.88","0.94","6","YES","6","NO","NO","YES","YES","YES","YES","YES","YES","10","","10","10","10","10","10","10","10","YES","NO","YES","YES","YES","NO","NO","NA"
"Cambodia","South Korea","Original","2019","2022","In Force","0.44","0.5","0.58","0.25","0.44","9","YES","NO","YES","YES","YES","YES","YES","NO","NO","YES","10","","10","10","10","10","10","10","10","YES","NO","NO","NO","NO","NO","NO","PPT"
"Cambodia","Malaysia","Original","2019","2021","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cameroon","Morocco","Original","2012","2020","In Force","0.7","0.38","0.97","0.75","0.82","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","YES","YES","NO","YES","NA"
"Cameroon","United Arab Emirates","Amended by MLI","2018","2023","In Force","0.68","0.46","0.95","0.63","0.79","9","YES","6","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","7","7","10","10","10","10","NO","NO","YES","YES","YES","NO","NO","PPT"
"Cameroon","France","Amended by MLI","2017","2023","In Force","0.51","0.5","0.75","0.29","0.5","0","NO","NO","NO","NO","YES","YES","YES","NO","NO","NO","15","","15","15","15","15","0","15","0","YES","","YES","NO","NO","NO","YES","PPT"
"Cameroon","Canada","Amended by MLI","2017","2023","In Force","0.61","0.75","0.5","0.57","0.5","0","NO","6","YES","YES","YES","NO","YES","NO","NO","NO","20","","20","20","20","20","20","20","0","YES","","YES","YES","YES","NO","NO","PPT"
"Cameroon","Tunisia","Amended by MLI","2018","2024","In Force","0.65","0.71","0.86","0.38","0.65","3","YES","NO","NO","NO","YES","YES","YES","NO","NO","NO","12","","12","15","15","15","15","15","15","YES","NO","YES","NO","YES","NO","NO","PPT"
"Cameroon","South Africa","Amended by MLI","2017","2023","In Force","0.75","0.53","0.97","0.75","0.88","6","YES","6","NO","NO","YES","YES","YES","YES","YES","NO","10","25","15","10","10","10","10","10","10","YES","NO","YES","YES","YES","NO","NO","PPT"
"Canada","Kenya","Original","1983","1987","In Force","0.67","0.78","0.59","0.63","0.65","6","YES","NO","YES","YES","YES","YES","YES","NO","YES","YES","15","10","25","15","15","15","15","15","15","YES","NO","YES","NO","YES","NO","NO","NA"
"Canada","Mongolia","Original","2002","2003","In Force","0.38","0.42","0.34","0.38","0.41","6","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","5","10","15","10","10","10","5","10","5","YES","NO","YES","NO","YES","NO","NO","OTHER"
"Canada","Nigeria","Original","1992","2000","In Force","0.52","0.48","0.23","0.83","0.47","3","YES","NO","YES","YES","NO","NO","NO","YES","YES","YES","12.5","10","15","12.5","12.5","12.5","12.5","12.5","0","","","YES","NO","YES","NO","NO","OTHER"
"Canada","Philippines","Original","1976","1977","In Force","0.58","0.66","0.47","0.63","0.53","6","YES","NO","YES","YES","YES","YES","NO","YES","NO","YES","15","10","25","15","15","25","25","25","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Canada","Sri Lanka","Original","1982","1986","In Force","0.35","0.46","0.09","0.5","0.29","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","YES","15","","15","15","15","10","0","10","0","NO","YES","YES","NO","YES","NO","NO","NA"
"Canada","Tanzania","Original","1995","1998","In Force","0.8","0.94","0.59","0.88","0.76","6","YES","6","YES","YES","NO","YES","YES","YES","NO","YES","20","15","25","15","15","20","20","20","20","YES","YES","YES","YES","YES","NO","NO","OTHER"
"Canada","Zambia","Original","1984","1989","In Force","0.64","0.56","0.73","0.63","0.65","3","YES","3","YES","YES","YES","YES","YES","YES","YES","NO","15","","15","15","15","15","15","15","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Canada","Zimbabwe","Original","1992","1995","In Force","0.66","0.63","0.72","0.63","0.71","6","YES","6","NO","NO","YES","NO","NO","YES","NO","NO","10","25","20","15","15","10","10","10","10","YES","YES","YES","NO","YES","NO","NO","OTHER"
"Canada","Morocco","Original","1975","1978","In Force","0.33","0.48","0.13","0.38","0.24","0","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","15","15","10","5","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Canada","Dominican Republic","Original","1976","1977","In Force","0.39","0.6","0.06","0.5","0.24","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","YES","18","","18","18","18","18","0","18","0","YES","NO","YES","NO","YES","NO","NO","NA"
